Thread ID: 70174741057220
Total: 664.733650

 %self     total     self     wait    child    calls  name
  0.02      0.14     0.14     0.00     0.00    30555  ActiveModel::MassAssignmentSecurity::ClassMethods#active_authorizers (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activemodel-3.1.3/lib/active_model/mass_assignment_security.rb:178}
  0.02      0.72     0.14     0.00     0.58    30555  ActiveModel::Errors#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activemodel-3.1.3/lib/active_model/errors.rb:77}
  0.02      0.24     0.14     0.00     0.10    30553  ActiveRecord::ConnectionAdapters::SQLiteAdapter::StatementPool#[] (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:61}
  0.02      0.18     0.13     0.00     0.05    45339  ActiveRecord::Reflection::MacroReflection#== (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:133}
  0.02    261.61     0.13     0.00   261.47    30168  ActiveRecord::Associations::CollectionAssociation#create (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/collection_association.rb:110}
  0.02      3.15     0.13     0.00     3.02    16849  Nokogiri::XML::Node#to_html (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/node.rb:739}
  0.02      0.17     0.13     0.00     0.03    17243  Array#== (ruby_runtime:0}
  0.02      9.32     0.13     0.00     9.19    30483  ActiveRecord::Associations::Association#set_owner_attributes (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/association.rb:184}
  0.02      1.59     0.13     0.00     1.46    15428  ActiveRecord::Associations::AliasTracker#aliased_name_for (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/alias_tracker.rb:26}
  0.02      0.75     0.13     0.00     0.62    30483  Hash#except (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/hash/except.rb:14}
  0.02      0.18     0.13     0.00     0.05    29505  Nokogiri::XML::Node#children (ruby_runtime:0}
  0.02      0.27     0.13     0.00     0.14    30226  ActiveRecord::Associations::AssociationScope#klass (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/association_scope.rb:7}
  0.02     11.32     0.12     0.00    11.19    30485  ActiveRecord::Associations::CollectionProxy#scoped (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/collection_proxy.rb:50}
  0.02      0.46     0.12     0.00     0.34    30840  Hash#merge (ruby_runtime:0}
  0.02      0.35     0.12     0.00     0.23    30483  Hash#except! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/hash/except.rb:19}
  0.02      4.24     0.12     0.00     4.12    30555  ActiveRecord::ConnectionAdapters::SQLiteAdapter#begin_db_transaction (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:294}
  0.02     19.95     0.12     0.00    19.83    30555  ActiveRecord::ConnectionAdapters::SQLiteAdapter#commit_db_transaction (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:298}
  0.02      0.63     0.12     0.00     0.51    15113  Hash#slice (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/hash/slice.rb:15}
  0.02      0.22     0.12     0.00     0.10    30553  Arel::Nodes::Values#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/nodes/values.rb:9}
  0.02      0.12     0.12     0.00     0.00    30555  ActiveRecord::Timestamp#timestamp_attributes_for_update (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/timestamp.rb:83}
  0.02      0.21     0.12     0.00     0.09    36875  Nokogiri::XML::Node#decorate! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/node.rb:89}
  0.02      0.57     0.12     0.00     0.45    30483  ActiveRecord::Associations::Association#set_inverse_instance (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/association.rb:108}
  0.02      0.17     0.12     0.00     0.05    30555  ActiveModel::Errors#clear (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activemodel-3.1.3/lib/active_model/errors.rb:83}
  0.02      0.24     0.12     0.00     0.12    15113  ActiveRecord::Associations::JoinHelper#table_alias_for (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_helper.rb:34}
  0.02      0.37     0.12     0.00     0.25    15113  ActiveRecord::Associations::CollectionProxy#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/collection_proxy.rb:61}
  0.02      0.19     0.12     0.00     0.07    30166  ActiveRecord::DynamicFinderMatch#instantiator? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/dynamic_finder_match.rb:44}
  0.02      0.15     0.12     0.00     0.03    30188  <Class::ActiveRecord::Base>#class_of_active_record_descendant (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:1347}
  0.02      0.12     0.12     0.00     0.00    45339  ActiveRecord::Reflection::AssociationReflection#chain (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:273}
  0.02      0.12     0.12     0.00     0.00    30553  Arel::Nodes::InsertStatement#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/nodes/insert_statement.rb:6}
  0.02     30.14     0.12     0.00    30.02    30553  ActiveRecord::ConnectionAdapters::DatabaseStatements#exec_insert (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/database_statements.rb:62}
  0.02      0.12     0.12     0.00     0.00    30485  ActiveRecord::Associations::CollectionProxy#target (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/collection_proxy.rb:50}
  0.02      0.25     0.11     0.00     0.14    30483  ActiveRecord::Reflection::AssociationReflection#inverse_of (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:290}
  0.02      0.14     0.11     0.00     0.03    15113  ActiveRecord::Reflection::ClassMethods#reflect_on_association (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:70}
  0.02      7.45     0.11     0.00     7.34    15113  ActiveRecord::Associations::AssociationScope#add_constraints (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/association_scope.rb:48}
  0.02      0.35     0.11     0.00     0.24    15113  ActiveRecord::Associations::AssociationScope#table_name_for (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/association_scope.rb:118}
  0.02      0.11     0.11     0.00     0.00    45596  ActiveRecord::Reflection::AssociationReflection#foreign_key (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:201}
  0.02      0.18     0.11     0.00     0.07    30553  ActiveRecord::ConnectionAdapters::SQLiteAdapter#last_inserted_id (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:254}
  0.02      0.11     0.11     0.00     0.00    45596  ActiveRecord::Reflection::AssociationReflection#active_record_primary_key (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:231}
  0.02      0.14     0.11     0.00     0.04    15111  ActiveRecord::AutosaveAssociation#before_save_collection_association (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/autosave_association.rb:304}
  0.02      0.10     0.10     0.00     0.00    30565  ActiveRecord::ConnectionAdapters::SQLiteAdapter::StatementPool#cache (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:79}
  0.02      0.35     0.10     0.00     0.25    30483  ActiveRecord::Associations::Association#inverse_reflection_for (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/association.rb:212}
  0.02      1.98     0.10     0.00     1.88    15113  ActiveRecord::Associations::AliasTracker#aliased_table_for (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/alias_tracker.rb:16}
  0.02      0.10     0.10     0.00     0.00    30555  ActiveRecord::ConnectionAdapters::AbstractAdapter#increment_open_transactions (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract_adapter.rb:206}
  0.02      0.25     0.10     0.00     0.15    30188  <Class::ActiveRecord::Base>#base_class (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:878}
  0.02      0.29     0.10     0.00     0.19    15143  ActiveRecord::AutosaveAssociation#validate_collection_association (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/autosave_association.rb:274}
  0.02      3.73     0.10     0.00     3.73    17156  Sanitize#traverse_depth (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sanitize-2.0.3/lib/sanitize.rb:163}
  0.02      0.10     0.10     0.00     0.00    45248  <Class::Word(id: integer, name: string, alert: integer, category_id: integer, created_at: datetime, updated_at: datetime)>#locking_column (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activemodel-3.1.3/lib/active_model/attribute_methods.rb:116}
  0.01      0.54     0.10     0.00     0.44    30568  Enumerable#inject (ruby_runtime:0}
  0.01      1.78     0.10     0.00     1.69    30922  Enumerable#find (ruby_runtime:0}
  0.01      0.80     0.10     0.00     0.71    30553  Arel::Crud#create_insert (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/crud.rb:40}
  0.01      0.12     0.10     0.00     0.03     2629  Nokogiri::XML::Node#add_child_node (ruby_runtime:0}
  0.01      0.45     0.10     0.00     0.35    30483  ActiveRecord::Associations::Association#invertible_for? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/association.rb:217}
  0.01      0.48     0.10     0.00     0.38    30553  Arel::InsertManager#create_values (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/insert_manager.rb:34}
  0.01      0.19     0.10     0.00     0.09    15113  ActiveRecord::Reflection::AssociationReflection#check_validity_of_inverse! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:255}
  0.01      0.09     0.09     0.00     0.00    68037  String#downcase (ruby_runtime:0}
  0.01      3.16     0.09     0.00     3.07    15113  ActiveRecord::Associations::JoinHelper#construct_tables (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_helper.rb:12}
  0.01      0.14     0.09     0.00     0.04    62649  Nokogiri::XML::NodeSet#[] (ruby_runtime:0}
  0.01      0.28     0.09     0.00     0.19     3633  SAXMachine::SAXHandler#start_element (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sax-machine-0.0.20/lib/sax-machine/sax_handler.rb:23}
  0.01      0.09     0.09     0.00     0.00    30553  Arel::InsertManager#into (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/insert_manager.rb:8}
  0.01      0.21     0.09     0.00     0.12    30483  Object#in? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/object/inclusion.rb:10}
  0.01      0.09     0.09     0.00     0.00    45283  ActiveRecord::Reflection::AssociationReflection#type (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:214}
  0.01      1.09     0.09     0.00     1.00    15113  ActiveRecord::Associations::CollectionAssociation#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/collection_association.rb:23}
  0.01      3.65     0.09     0.00     3.56    15083  Word(id: integer, name: string, alert: integer, category_id: integer, created_at: datetime, updated_at: datetime)#init (/Users/francis/seer/ssri-seer/models/word.rb:7}
  0.01      0.09     0.09     0.00     0.00    30553  ActiveRecord::ConnectionAdapters::AbstractAdapter#prefetch_primary_key? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract_adapter.rb:117}
  0.01      7.18     0.08     0.00     7.18    25232  Nokogiri::XML::NodeSet#each (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/node_set.rb:237}
  0.01      0.21     0.08     0.00     0.12    15527  ActiveRecord::ConnectionAdapters::SQLiteAdapter#quote_column_name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:185}
  0.01      0.08     0.08     0.00     0.00    15084  <Class::Stat(id: integer, mean: float, sd: float, presence: float, statable_id: integer, statable_type: string, pop: integer, created_at: datetime, updated_at: datetime)>#locking_column (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activemodel-3.1.3/lib/active_model/attribute_methods.rb:116}
  0.01      0.08     0.08     0.00     0.00    61040  ActiveRecord::ConnectionAdapters::DatabaseStatements#outside_transaction? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/database_statements.rb:114}
  0.01      0.08     0.08     0.00     0.00       24  String#slice (ruby_runtime:0}
  0.01      0.84     0.08     0.00     0.76     3633  SAXMachine::SAXHandler#end_element (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sax-machine-0.0.20/lib/sax-machine/sax_handler.rb:54}
  0.01      0.10     0.08     0.00     0.02    15125  #<Module:0x007fa5a92c9cb8>#_id (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/read.rb:89}
  0.01      0.10     0.08     0.00     0.02    15085  #<Module:0x007fa5a9dfe908>#_pop (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/read.rb:89}
  0.01      0.08     0.08     0.00     0.00    30198  ActiveRecord::Associations::AssociationScope#owner (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/association_scope.rb:7}
  0.01      0.16     0.08     0.00     0.08    15428  Enumerable#sum (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/enumerable.rb:57}
  0.01      0.07     0.07     0.00     0.00    30553  ActiveRecord::Timestamp#timestamp_attributes_for_create (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/timestamp.rb:87}
  0.01      0.07     0.07     0.00     0.00    30553  ActiveRecord::ConnectionAdapters::DatabaseStatements#sql_for_insert (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/database_statements.rb:405}
  0.01      3.45     0.07     0.00     3.38    15083  #<Module:0x007fa5a9e48490>#alert= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/write.rb:14}
  0.01      0.07     0.07     0.00     0.00    33303  Array#push (ruby_runtime:0}
  0.01      0.07     0.07     0.00     0.00    30483  ActiveRecord::Persistence#destroyed? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/persistence.rb:11}
  0.01      0.10     0.07     0.00     0.03    15113  ActiveRecord::QueryMethods#extending (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/relation/query_methods.rb:179}
  0.01      0.12     0.07     0.00     0.05    15113  ActiveRecord::Reflection::AssociationReflection#conditions (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:280}
  0.01      0.07     0.07     0.00     0.00    30555  ActiveRecord::Base#readonly? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:1884}
  0.01      0.07     0.07     0.00     0.00    30553  Kernel#remove_instance_variable (ruby_runtime:0}
  0.01      0.95     0.07     0.00     0.88    30495  Enumerable#find_all (ruby_runtime:0}
  0.01      0.07     0.07     0.00     0.00    30485  ActiveRecord::Associations::CollectionProxy#proxy_association (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/collection_proxy.rb:68}
  0.01      0.07     0.07     0.00     0.00    30553  SQLite3::Database#last_insert_row_id (ruby_runtime:0}
  0.01      0.07     0.07     0.00     0.00    32128  String#encoding (ruby_runtime:0}
  0.01      0.07     0.07     0.00     0.00    30555  Array#clear (ruby_runtime:0}
  0.01      0.07     0.07     0.00     0.00    30555  ActiveRecord::ConnectionAdapters::AbstractAdapter#decrement_open_transactions (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract_adapter.rb:211}
  0.01      0.07     0.07     0.00     0.00    30555  ActiveRecord::Base#mass_assignment_options (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:1918}
  0.01      0.36     0.07     0.00     0.30    15113  ActiveRecord::Associations::AssociationScope#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/association_scope.rb:11}
